# {"t_start": 1568036757.2229385, "env_id": "Pendulum-v0"} 
obnow,action,obnext,reward
[6.62106588e+00 5.60355859e-06],[-1.6574398],[9.43459349e-01 3.31488246e-01 5.60355859e-06],-0.1169102001428757
[3.09257482e-01 1.16382959e-06],[-1.521757],[9.52559819e-01 3.04351427e-01 1.16382959e-06],-0.09795589828673694
[-5.97186508e+00  4.06674548e-06],[-1.5315773],[9.51929992e-01 3.06315671e-01 4.06674548e-06],-0.09926588927492855
[-5.94762508e+00  4.94577367e-06],[-1.646489],[9.44225975e-01 3.29298207e-01 4.94577367e-06],-0.11531142918305244
[-5.92418895e+00  8.12823533e-06],[-1.7566721],[9.36249910e-01 3.51334750e-01 8.12823533e-06],-0.13196398963881462
[3.87972958e-01 1.92813646e-05],[-1.891559],[9.25677817e-01 3.78312806e-01 1.92813646e-05],-0.1541002634468351
[-3.65019713e-01  6.64020303e-05],[1.7848165],[ 9.34116724e-01 -3.56967709e-01  6.64020303e-05],-0.1364273852658277
[6.59069270e+00 1.48177869e-06],[-1.5134194],[9.53091003e-01 3.02683893e-01 1.48177869e-06],-0.09685118638266312
[-5.95996226e+00  4.66447605e-06],[-1.5881201],[9.48216626e-01 3.17624353e-01 4.66447605e-06],-0.10699511382965902
[ 2.75826525e-01 -3.00766264e-07],[-1.3617122],[ 9.62200429e-01  2.72342312e-01 -3.00766264e-07],-0.07793454029105355
[3.78035302e-01 1.39328880e-05],[-1.8454728],[9.29391589e-01 3.69095209e-01 1.39328880e-05],-0.1463159327655467
[-5.97871656e+00  6.04416278e-08],[-1.4989325],[9.54006349e-01 2.99786400e-01 6.04416278e-08],-0.09494801536553418
[-2.65075137  7.34824735],[-1.9587232],[-0.88193662 -0.47136801  7.34824735],-15.095231905708834
[3.66193654e-01 1.12840978e-05],[-1.7903177],[9.33697022e-01 3.58064061e-01 1.12840978e-05],-0.13730261647808906
[3.22601179e-01 3.92305008e-06],[-1.5851722],[9.48413964e-01 3.17034625e-01 3.92305008e-06],-0.10658416472913007
[-3.74152153e-01 -7.06003164e-05],[1.8274009],[ 9.30817831e-01 -3.65483469e-01 -7.06003164e-05],-0.14332658642254542
[-6.01001363e+00 -1.09052840e-06],[-1.3489337],[ 9.62920063e-01  2.69786863e-01 -1.09052840e-06],-0.07644241872123281
[-6.05434274e+00  3.15037280e-06],[-1.1342512],[9.73929611e-01 2.26850420e-01 3.15037280e-06],-0.053655375308830515
[-5.98147312e+00  1.58473153e-06],[-1.485777],[9.54829104e-01 2.97155483e-01 1.58473153e-06],-0.09323772676001706
[6.60595489e+00 3.87502523e-06],[-1.5859714],[9.48360561e-01 3.17194335e-01 3.87502523e-06],-0.10669538206348525
[-5.98024762e+00 -9.65240900e-07],[-1.4916272],[ 9.54464222e-01  2.98325407e-01 -9.65240900e-07],-0.0939962230558183
[-5.94828957e+00  4.01055010e-06],[-1.6433526],[9.44444582e-01 3.28670705e-01 4.01055010e-06],-0.11485563098885529
[-5.94359447e+00  4.84832897e-06],[-1.6655054],[9.42891039e-01 3.33101320e-01 4.84832897e-06],-0.11809567704658196
[-6.00598518e+00 -3.11694247e-07],[-1.3683188],[ 9.61825432e-01  2.73663733e-01 -3.11694247e-07],-0.07871221357442058
[-5.98169371e+00  2.39277055e-06],[-1.4847246],[9.54894628e-01 2.96944858e-01 2.39277055e-06],-0.09310152029071574
[-5.93187042e+00  7.61214685e-06],[-1.720661],[9.38921030e-01 3.44132677e-01 7.61214685e-06],-0.12638255454172181
[3.49339772e-01 6.22157807e-06],[-1.7113862],[9.39598899e-01 3.42277532e-01 6.22157807e-06],-0.12496690161421031
[-5.97614603e+00  3.50975558e-06],[-1.5111874],[9.53232588e-01 3.02237710e-01 3.50975558e-06],-0.09655669861405299
[2.91063546e-01 2.28569517e-06],[-1.4348543],[9.57939210e-01 2.86971199e-01 2.28569517e-06],-0.08677672780851364
[-5.99358120e+00 -1.81938796e-07],[-1.4278651],[ 9.58357006e-01  2.85572844e-01 -1.81938796e-07],-0.08590934506796641
[ 2.92540282e-01 -1.31903908e-06],[-1.441929],[ 9.57514385e-01  2.88385510e-01 -1.31903908e-06],-0.08765901466059206
[ 5.97590050e+00 -3.51033183e-05],[1.5123496],[ 9.53158352e-01 -3.02471745e-01 -3.51033183e-05],-0.09671007519475507
[-3.72104458e-01 -5.82575242e-05],[1.8178697],[ 9.31564277e-01 -3.63576673e-01 -5.82575242e-05],-0.14176421016280627
[3.05760694e-01 3.70719324e-06],[-1.505094],[9.53618245e-01 3.01018674e-01 3.70719324e-06],-0.09575479682637364
[-3.69151179e-01 -5.50943798e-05],[1.8041062],[ 9.32633957e-01 -3.60823922e-01 -5.50943798e-05],-0.139525358445807
[3.12746635e-01 2.32820340e-06],[-1.538365],[9.51492094e-01 3.07673195e-01 2.32820340e-06],-0.10017695166312438
[-5.97539926e+00  3.18657657e-06],[-1.5147465],[9.53006621e-01 3.02949469e-01 3.18657657e-06],-0.09702661011315933
[3.29322198e-01 4.73226703e-06],[-1.6170089],[9.46261763e-01 3.23401725e-01 4.73226703e-06],-0.11106767237336118
[ 5.99306727e+00 -2.72149064e-05],[1.43032],[ 9.58210116e-01 -2.86065330e-01 -2.72149064e-05],-0.08621350017984572
[ 5.99037267e+00 -2.70966377e-05],[1.443225],[ 9.57435807e-01 -2.88646282e-01 -2.70966377e-05],-0.08782134534971621
[3.44679243e-01 4.89891022e-06],[-1.6894729],[9.41183883e-01 3.37894803e-01 4.89891022e-06],-0.12165793044483143
[3.75320404e-01 9.98203925e-06],[-1.8328507],[9.30390219e-01 3.66570649e-01 9.98203925e-06],-0.14422437259258789
[-2.70774699e-01 -2.52171667e-05],[1.3373837],[ 9.63563971e-01 -2.67477988e-01 -2.52171667e-05],-0.07510684988688422
[3.31593918e-01 4.15574011e-06],[-1.6277521],[9.45524644e-01 3.25550530e-01 4.15574011e-06],-0.11260396522380998
[-2.87521158e-01 -2.62412907e-05],[1.4178736],[ 9.58949761e-01 -2.83576014e-01 -2.62412907e-05],-0.08467802734898738
[-5.97021285e+00  2.61933432e-06],[-1.5394392],[9.51422589e-01 3.07888059e-01 2.61933432e-06],-0.10032155262657327
[-2.95510028e-01 -2.92325206e-05],[1.4561335],[ 9.56653732e-01 -2.91227808e-01 -2.92325206e-05],-0.08944563776220704
[3.33224157e-01 2.12906638e-06],[-1.6354568],[9.44992663e-01 3.27091528e-01 2.12906638e-06],-0.11371298693494429
[-5.95714166e+00  3.22255938e-06],[-1.601488],[9.47316965e-01 3.20297625e-01 3.22255938e-06],-0.1088691187551539
[-5.94622178e+00  2.86104025e-06],[-1.6531143],[9.43762942e-01 3.30622911e-01 2.86104025e-06],-0.11627710987792286
[3.56977220e-01 8.81281439e-06],[-1.747216],[9.36957394e-01 3.49443618e-01 8.81281439e-06],-0.1304851849142461
[-5.90413455e+00  1.77147707e-05],[-1.8501894],[9.29016310e-01 3.70038775e-01 1.77147707e-05],-0.14710200671377585
[3.31137147e-01 4.22792428e-06],[-1.6255934],[9.45673247e-01 3.25118608e-01 4.22792428e-06],-0.1122942243721085
[ 6.00335415e+00 -2.85677255e-05],[1.3809586],[ 9.61102084e-01 -2.76193381e-01 -2.85677255e-05],-0.08021172584815416
[ 6.00426623e+00 -2.66367775e-05],[1.3765771],[ 9.61353596e-01 -2.75316659e-01 -2.66367775e-05],-0.07969007249707326
[-5.95322357e+00  4.08993469e-06],[-1.6200328],[9.46054743e-01 3.24006827e-01 4.08993469e-06],-0.1114991174433324
[ 5.98974778e+00 -3.06081907e-05],[1.4462138],[ 9.57255248e-01 -2.89244517e-01 -3.06081907e-05],-0.08819621779361572
[-5.92754396e+00  7.12324814e-06],[-1.7409579],[9.37423371e-01 3.48191648e-01 7.12324814e-06],-0.1295114467913122
[-24.90416795  -1.1184675 ],[1.9938833],[ 0.97399066  0.22658814 -1.1184675 ],-0.3499704737042392
[-6.00057748e+00  2.02855585e-06],[-1.3943049],[9.60331483e-01 2.78860974e-01 2.02855585e-06],-0.08181121383914516
[-3.45338354e-01 -4.49860675e-05],[1.6925653],[ 9.40960969e-01 -3.38515074e-01 -4.49860675e-05],-0.12212180243571341
[-6.57414380e+00 -3.26003083e-05],[1.4343448],[ 9.57969351e-01 -2.86870566e-01 -3.26003083e-05],-0.08671324275146054
[-6.6176700e+00 -4.0576655e-05],[1.641403],[ 9.44579600e-01 -3.28282468e-01 -4.05766550e-05],-0.11457285893571922
[-19.10259908  -0.44992854],[1.5776014],[ 0.96815505 -0.25035136 -0.44992854],-0.0821823225428649
[-3.25741342e-01 -4.71765213e-05],[1.6000444],[ 9.47413749e-01 -3.20011231e-01 -4.71765213e-05],-0.10866602713305394
[-3.25672698e-01 -3.32584095e-05],[1.5997237],[ 9.47435713e-01 -3.19946197e-01 -3.32584095e-05],-0.10862073941999655
[-3.44532539e-01 -4.11906223e-05],[1.6887745],[ 9.41233444e-01 -3.37756724e-01 -4.11906223e-05],-0.1215532106119138
[ 5.95570785e+00 -3.97252627e-05],[1.6082683],[ 9.46856746e-01 -3.21655565e-01 -3.97252627e-05],-0.109826709077458
[ 5.96210626e+00 -3.25935913e-05],[1.5779458],[ 9.48895433e-01 -3.15590647e-01 -3.25935913e-05],-0.10558062124223931
[-18.80487495  -1.39111496],[1.0832348],[ 0.99900197  0.04466611 -1.39111496],-0.2828855185196362
[-3.43873390e-01 -4.61721699e-05],[1.6856703],[ 9.41455871e-01 -3.37136238e-01 -4.61721699e-05],-0.12108880520843904
[-6.53799068e+00 -2.68576650e-05],[1.2602794],[ 9.67712372e-01 -2.52057066e-01 -2.68576650e-05],-0.06651339554849121
[-3.29261854e-01 -4.66529881e-05],[1.6167117],[ 9.46281277e-01 -3.23344623e-01 -4.66529881e-05],-0.11102558935119283
[-12.91173548  -0.1793389 ],[1.84787],[ 0.94095199 -0.33854002 -0.1793389 ],-0.12094430632017429
[-6.57158142e+00 -2.92944074e-05],[1.4220678],[ 9.58701279e-01 -2.84414940e-01 -2.92944074e-05],-0.08519374797545162
[-3.00599934e-01 -3.13650837e-05],[1.4804584],[ 9.55159025e-01 -2.96093292e-01 -3.13650837e-05],-0.09255113433080148
[-6.62252628e+00 -4.29710750e-05],[1.6643188],[ 9.42974237e-01 -3.32865722e-01 -4.29710750e-05],-0.11792079713256379
[ 5.99167289e+00 -2.89106057e-05],[1.4369998],[ 9.57810300e-01 -2.87401165e-01 -2.89106057e-05],-0.08704361682660466
[-3.42133281e-01 -4.02164495e-05],[1.677478],[ 9.42041099e-01 -3.35497492e-01 -4.02164495e-05],-0.11986773855812874
[-2.73300395e-01 -2.38541511e-05],[1.34955],[ 9.62885330e-01 -2.69910803e-01 -2.38541511e-05],-0.07651373912547947
[ 6.00857335e+00 -2.82858640e-05],[1.3558608],[ 9.62530497e-01 -2.71173455e-01 -2.82858640e-05],-0.07724930951464881
[-3.61623359e-01 -5.82664644e-05],[1.7689515],[ 9.35323723e-01 -3.53793065e-01 -5.82664644e-05],-0.13389853639315297
[-6.58979807e+00 -3.19689291e-05],[1.5091482],[ 9.53361411e-01 -3.01831111e-01 -3.19689291e-05],-0.09628793364543049
[-6.62694717e+00 -3.84867550e-05],[1.6851468],[ 9.41493465e-01 -3.37031237e-01 -3.84867550e-05],-0.12101061432379884
[-6.56013596e+00 -3.16672613e-05],[1.3671108],[ 9.61893674e-01 -2.73423775e-01 -3.16672613e-05],-0.07856977837897793
[-3.42446065e-01 -4.05886603e-05],[1.6789503],[ 9.41936115e-01 -3.35792132e-01 -4.05886603e-05],-0.12008679207814518
[-2.78584996e-01 -2.56338413e-05],[1.3749722],[ 9.61445520e-01 -2.74995475e-01 -2.56338413e-05],-0.07949943447507259
[-3.42402784e-01 -4.06175671e-05],[1.6787479],[ 9.41950647e-01 -3.35751363e-01 -4.06175671e-05],-0.12005647029964282
[ 5.97830713e+00 -2.81556686e-05],[1.5008777],[ 9.53883528e-01 -3.00176973e-01 -2.81556686e-05],-0.09520247865516054
[-3.37138688e-01 -4.03233717e-05],[1.6539317],[ 9.43705016e-01 -3.30788215e-01 -4.03233717e-05],-0.1163966258705881
[-6.58840643e+00 -2.58466833e-05],[1.5025169],[ 9.53780526e-01 -3.00504089e-01 -2.58466833e-05],-0.09541670464132249
[-21.38378231  -7.40363029],[-1.8956281],[-0.82115395 -0.57070674 -7.40363029],-8.908355443058783
[ 5.99219084e+00 -3.20768632e-05],[1.4345173],[ 9.57959032e-01 -2.86905025e-01 -3.20768632e-05],-0.08673468583719184
[-6.56919641e+00 -2.60673330e-05],[1.4106323],[ 9.59376884e-01 -2.82127622e-01 -2.60673330e-05],-0.08379148752127898
[-6.67046801 -0.03968579],[1.8867823],[ 0.92593873 -0.37767376 -0.03968579],-0.1521814953146846
[-2.69045700e-01 -2.43204849e-05],[1.3290521],[ 9.64024999e-01 -2.65811589e-01 -2.43204849e-05],-0.07415131388696204
[ 6.04985177e+00 -1.62656654e-05],[1.1561049],[ 9.72901014e-01 -2.31222006e-01 -1.62656654e-05],-0.055780739604945825
[-6.57844812e+00 -2.88687986e-05],[1.4549491],[ 9.56725699e-01 -2.90991301e-01 -2.88687986e-05],-0.08929615426693095
[ 6.05658396e+00 -1.92929620e-05],[1.1233312],[ 9.74435586e-01 -2.24667061e-01 -1.92929620e-05],-0.052609607189243894
[-6.55807525e+00 -2.05168114e-05],[1.3572001],[ 9.62455076e-01 -2.71441018e-01 -2.05168114e-05],-0.0774059115957374
[-6.62902424e+00 -6.56724175e-05],[1.6949304],[ 9.40791396e-01 -3.38986062e-01 -6.56724175e-05],-0.12247508924448437
[-3.31639888e-01 -3.82464279e-05],[1.62796],[ 9.45509678e-01 -3.25593995e-01 -3.82464279e-05],-0.11263400050669967
[ 5.95711290e+00 -4.47738375e-05],[1.601614],[ 9.47307753e-01 -3.20324868e-01 -4.47738375e-05],-0.10888692107051218
[-6.63949393e+00 -5.33397063e-05],[1.7440741],[ 9.37190821e-01 -3.48817095e-01 -5.33397063e-05],-0.1299957303061069
[ 5.93092606e+00 -4.68432067e-05],[1.7250853],[ 9.38595624e-01 -3.45019210e-01 -4.68432067e-05],-0.12706084965901218
[-6.57339114e+00 -2.53689688e-05],[1.4307415],[ 9.58184997e-01 -2.86149458e-01 -2.53689688e-05],-0.08626571087687983
[ 6.03848938e+00 -2.29858703e-05],[1.2113013],[ 9.70211036e-01 -2.42261317e-01 -2.29858703e-05],-0.06134278315415873
[-6.63130664e+00 -3.80160579e-05],[1.7056528],[ 9.40015245e-01 -3.41132436e-01 -3.80160579e-05],-0.12409639163695294
[-6.68903419 -0.04199595],[1.9443445],[ 0.91876759 -0.39479883 -0.04199595],-0.16694586689475238
[-6.62808250e+00 -3.84497319e-05],[1.6904913],[ 9.41110217e-01 -3.38099926e-01 -3.84497319e-05],-0.12181050870848419
[ 6.03654704e+00 -2.05232025e-05],[1.2207209],[ 9.69738652e-01 -2.44145341e-01 -2.05232025e-05],-0.06232008736082406
[ 6.00509866e+00 -2.39006952e-05],[1.3725758],[ 9.61582444e-01 -2.74516309e-01 -2.39006952e-05],-0.07921548464028758
[-6.58448071e+00 -2.90522022e-05],[1.4837809],[ 9.54952871e-01 -2.96757501e-01 -2.90522022e-05],-0.0929796483238693
[ 5.97915744e+00 -3.20962237e-05],[1.4968209],[ 9.54138426e-01 -2.99365771e-01 -3.20962237e-05],-0.09467244331848716
[ 5.96849486e+00 -3.47106036e-05],[1.5476015],[ 9.50892238e-01 -3.09522134e-01 -3.47106036e-05],-0.10142405485873462
[ 6.02168783e+00 -1.96037728e-05],[1.2926338],[ 9.66003923e-01 -2.58527407e-01 -1.96037728e-05],-0.07005131853040071
[-3.06339729e-01 -3.10824710e-05],[1.5078461],[ 9.53443785e-01 -3.01570801e-01 -3.10824710e-05],-0.09611667711520178
[ 6.05569708e+00 -1.47093041e-05],[1.1276519],[ 9.74235951e-01 -2.25531178e-01 -1.47093041e-05],-0.05302215771813162
[-3.41653018e-01 -3.61576372e-05],[1.6752167],[ 9.42202118e-01 -3.35045026e-01 -3.61576372e-05],-0.11953190027991636
[-6.56698525e+00 -2.27377316e-05],[1.4000235],[ 9.59998367e-01 -2.80005600e-01 -2.27377316e-05],-0.08250182767030152
[-0.38233547 -0.00045298],[1.8654257],[ 9.27795829e-01 -3.73088327e-01 -4.52980847e-04],-0.1496429298252695
[-6.59630755e+00 -3.04348615e-05],[1.540145],[ 9.51376462e-01 -3.08030564e-01 -3.04348615e-05],-0.10041663436362336
[-3.17850620e-01 -3.94274578e-05],[1.5626179],[ 9.49909348e-01 -3.12525568e-01 -3.94274578e-05],-0.10346953821362863
[ 6.06821685e+00 -1.51719095e-05],[1.0665785],[ 9.76983124e-01 -2.13316608e-01 -1.51719095e-05],-0.047348699442573645
[-6.58946162e+00 -2.98951933e-05],[1.5075451],[ 9.53462908e-01 -3.01510335e-01 -2.98951933e-05],-0.09607695527764601
[-3.86758066e-01 -1.55963933e-04],[1.885911],[ 9.26136743e-01 -3.77187928e-01 -1.55963933e-04],-0.15313243224137962
[ 5.96681856e+00 -2.88310031e-05],[1.5555723],[ 9.50372049e-01 -3.11115683e-01 -2.88310031e-05],-0.10250681385947186
[-6.53854850e+00 -1.66927136e-05],[1.2629797],[ 9.67571617e-01 -2.52596845e-01 -1.66927136e-05],-0.06680505410165544
[-6.51059946e+00 -1.48134936e-05],[1.127291],[ 9.74252654e-01 -2.25459013e-01 -1.48134936e-05],-0.05298764576511345
[ 5.94551144e+00 -3.38667049e-05],[1.656458],[ 9.43527849e-01 -3.31293220e-01 -3.38667049e-05],-0.11676635075345514
[-23.96260117  -5.19103216],[0.5205531],[ 0.39002272  0.92080523 -5.19103216],-5.658296108738849
[-31.58423245  -1.08292775],[1.5767969],[ 0.98586996 -0.16751244 -1.08292775],-0.1677976143765855
[-3.09200803e-01 -2.51503153e-05],[1.5214807],[ 9.52577068e-01 -3.04297437e-01 -2.51503153e-05],-0.09791926217947522
[-2.59679878e-01 -1.63528671e-05],[1.2838526],[ 9.66472226e-01 -2.56771176e-01 -1.63528671e-05],-0.06908149198815744
[-3.03399227e-01 -2.56798748e-05],[1.4938239],[ 9.54326431e-01 -2.98765899e-01 -2.56798748e-05],-0.09428182175645639
[-3.15287137e-01 -2.81047978e-05],[1.5504409],[ 9.50707380e-01 -3.10089467e-01 -2.81047978e-05],-0.10180895987873204
[-33.62174083  -5.99252513],[-1.7933704],[-0.59319198 -0.80506104 -5.99252513],-6.1521009357961445
[-6.58532920e+00 -2.52668608e-05],[1.487832],[ 9.54700731e-01 -2.97567663e-01 -2.52668608e-05],-0.09350381144504795
[ 6.03640601e+00 -1.71057370e-05],[1.2214053],[ 9.69704211e-01 -2.44282099e-01 -1.71057370e-05],-0.06239142844806359
[-6.55651937e+00 -1.88940619e-05],[1.3497124],[ 9.62876242e-01 -2.69943223e-01 -1.88940619e-05],-0.07653271790524373
[ 5.92189144e+00 -5.11999165e-05],[1.7674128],[ 9.35440245e-01 -3.53484863e-01 -5.11999165e-05],-0.13365515562746247
[ 6.01049618e+00 -1.90284356e-05],[1.3466085],[ 9.63050139e-01 -2.69322169e-01 -1.90284356e-05],-0.07617219412701849
[ 5.96173896e+00 -3.00003174e-05],[1.5796877],[ 9.48779453e-01 -3.15939155e-01 -3.00003174e-05],-0.10582220331025084
[-25.36406064  -1.24355904],[1.9658306],[ 0.97336475 -0.22926199 -1.24355904],-0.23189899099306002
[ 5.96382742e+00 -2.95110586e-05],[1.5697774],[ 9.49437211e-01 -3.13956976e-01 -2.95110586e-05],-0.10445271630941955
[ 5.91494615e+00 -4.52892283e-05],[1.7998556],[ 9.32962648e-01 -3.59973190e-01 -4.52892283e-05],-0.13883788923050658
[-6.60397930e+00 -2.90944608e-05],[1.5765945],[ 9.48985357e-01 -3.15320144e-01 -2.90944608e-05],-0.10539350011512137
[-0.37222809 -0.00047158],[1.8184772],[ 9.31519321e-01 -3.63691840e-01 -4.71576226e-04],-0.14184308004353743
[-12.95887964  -0.04227269],[1.9216149],[ 0.92395225 -0.38250784 -0.04227269],-0.15630456077135452
[-3.71917086e-01 -5.99721550e-05],[1.8169969],[ 9.31632385e-01 -3.63402118e-01 -5.99721550e-05],-0.1416215662723726
[-2.92923750e-01 -2.09383332e-05],[1.4437594],[ 9.57403728e-01 -2.88752664e-01 -2.09383332e-05],-0.08788815117319741
[-3.25280644e-01 -2.50932802e-05],[1.5978675],[ 9.47561077e-01 -3.19574725e-01 -2.50932802e-05],-0.10835986148510043
[-6.60434564e+00 -2.61753909e-05],[1.5783323],[ 9.48869777e-01 -3.15667778e-01 -2.61753909e-05],-0.10563425181177862
[-6.51765020e+00 -1.85624887e-05],[1.1616064],[ 9.72638799e-01 -2.32322550e-01 -1.85624887e-05],-0.05632267915778751
[-3.21254287e-01 -3.27522080e-05],[1.578777],[ 9.48840115e-01 -3.15756927e-01 -3.27522080e-05],-0.10569580154880683
[-3.67588489e-01 -7.15661457e-05],[1.7968138],[ 9.33196673e-01 -3.59366065e-01 -7.15661457e-05],-0.13834720713945342
[-6.56802163e+00 -2.22759444e-05],[1.4049965],[ 9.59707660e-01 -2.81000371e-01 -2.22759444e-05],-0.08310511018431707
[ 5.93883731e+00 -4.17031267e-05],[1.6879056],[ 9.41295757e-01 -3.37583023e-01 -4.17031267e-05],-0.12142313366335941
[ 5.96817459e+00 -2.62785700e-05],[1.5491277],[ 9.50793059e-01 -3.09826660e-01 -2.62785700e-05],-0.10163072019568106
[-3.43301951e-01 -3.28396523e-05],[1.682983],[ 9.41648370e-01 -3.36598198e-01 -3.28396523e-05],-0.12068753391279204
[-6.57638156e+00 -2.73197607e-05],[1.4450606],[ 9.57325007e-01 -2.89013550e-01 -2.73197607e-05],-0.08805144236030138
[-6.60195144e+00 -2.80073442e-05],[1.5669694],[ 9.49622828e-01 -3.13395093e-01 -2.80073442e-05],-0.10406634911482136
[ 5.97830822e+00 -2.21537380e-05],[1.5008745],[ 9.53883854e-01 -3.00175935e-01 -2.21537380e-05],-0.09520198879617939
[ 6.01601592e+00 -1.91947222e-05],[1.3200078],[ 9.64522047e-01 -2.64002313e-01 -1.91947222e-05],-0.0731213910084143
[-3.57580537e-01 -3.81318274e-05],[1.7500355],[ 9.36746398e-01 -3.50008837e-01 -3.81318274e-05],-0.1309251017486933
[ 5.95262668e+00 -3.00592797e-05],[1.6228505],[ 9.45861178e-01 -3.24571459e-01 -3.00592797e-05],-0.11190165401016262
[ 5.95692247e+00 -2.71435025e-05],[1.6025215],[ 9.47246737e-01 -3.20505256e-01 -2.71435025e-05],-0.1090146262008447
[-3.65018057e-01 -4.53167315e-05],[1.7848202],[ 9.34117316e-01 -3.56966162e-01 -4.53167315e-05],-0.13642211102954346
[-6.60977242e+00 -2.80783354e-05],[1.6040554],[ 9.47142754e-01 -3.20812412e-01 -2.80783354e-05],-0.10923121962307679
[ 6.00042473e+00 -2.08913703e-05],[1.395034],[ 9.60288877e-01 -2.79007657e-01 -2.08913703e-05],-0.08189907123019263
[-2.72446200e-01 -1.97382838e-05],[1.345436],[ 9.63115535e-01 -2.69088213e-01 -1.97382838e-05],-0.0760365923408243
[-6.58297954e+00 -2.26859052e-05],[1.4766123],[ 9.55397277e-01 -2.95323623e-01 -2.26859052e-05],-0.0920562858352297
[-2.90863304e-01 -2.02239455e-05],[1.4338921],[ 9.57996655e-01 -2.86779374e-01 -2.02239455e-05],-0.08665691995260959
[-13.42324046  -2.03118647],[-1.4291517],[ 0.65480643 -0.75579662 -2.03118647],-0.7422333626662725
[-3.17447425e-01 -2.84802709e-05],[1.560706],[ 9.50035279e-01 -3.12142544e-01 -2.84802709e-05],-0.10320776694955457
[-6.60778749e+00 -3.03189496e-05],[1.5946509],[ 9.47777677e-01 -3.18931772e-01 -3.03189496e-05],-0.10790850624290348
[ 5.95503882e+00 -2.99367083e-05],[1.6114373],[ 9.46641337e-01 -3.22288968e-01 -2.99367083e-05],-0.1102758626383446
[-3.11352101e-01 -2.34789052e-05],[1.5317239],[ 9.51920229e-01 -3.06346009e-01 -2.34789052e-05],-0.09928557809643593
[-33.67893541  -6.14823903],[-1.8380061],[-0.63824204 -0.76983576 -6.14823903],-6.508267201681557
[-2.93218454e-01 -2.51415506e-05],[1.4451678],[ 9.57318590e-01 -2.89034802e-01 -2.51415506e-05],-0.08806483433970143
[-23.01477306  -6.99000967],[0.04417702],[-0.52027406  0.85399936 -6.99000967],-11.660721570825203
[ 6.01155632e+00 -1.98032279e-05],[1.3415015],[ 9.63335117e-01 -2.68301048e-01 -1.98032279e-05],-0.07558139229820296
[ 5.93054966e+00 -3.38487202e-05],[1.7268549],[ 9.38465695e-01 -3.45372465e-01 -3.38487202e-05],-0.12733273130927825
